"Date","Produit","Magasin","Promotion","Prix_Unitaire","Quantité_Vendue"
2024-02-03,"Bœuf","Magasin_6","Non",12.45,117
2024-02-03,"Jus d'orange","Magasin_1","Non",2.81,21
2024-02-03,"Jus d'orange","Magasin_2","Non",2.99,34
2024-02-03,"Jus d'orange","Magasin_3","Non",2.99,NA
2024-02-03,"Jus d'orange","Magasin_4","Non",2.83,31
2024-02-03,"Jus d'orange","Magasin_5","Non",2.99,91
2024-02-03,"Jus d'orange","Magasin_6","Non",2.99,109
2024-02-03,"Café","Magasin_1","Non",3.49,45
2024-02-03,"Café","Magasin_2","Non",2.49,57
2024-02-03,"Café","Magasin_3","Non",3.49,58
2024-02-03,"Café","Magasin_4","Non",2.49,73
2024-02-03,"Café","Magasin_5","Non",3.49,106
2024-02-03,"Café","Magasin_6","Oui",1.49,121
2024-02-04,"Pain","Magasin_1","Non",0.99,101
2024-02-04,"Pain","Magasin_2","Non",0.99,144
2024-02-04,"Pain","Magasin_3","Non",0.99,109
2024-02-04,"Pain","Magasin_4","Non",0.99,133
2024-02-04,"Pain","Magasin_5","Non",0.99,76
2024-02-04,"Pain","Magasin_6","Non",0.99,51
2024-02-04,"Lait","Magasin_1","Non",0.99,49
2024-02-04,"Lait","Magasin_2","Non",0.88,116
2024-02-04,"Lait","Magasin_3","Non",0.99,NA
2024-02-04,"Lait","Magasin_4","Non",0.99,120
2024-02-04,"Lait","Magasin_5","Non",0.99,46
2024-02-04,"Lait","Magasin_6","Non",0.92,138
2024-02-04,"Beurre","Magasin_1","Non",1.49,46
2024-02-04,"Beurre","Magasin_2","Non",1.49,135
2024-02-04,"Beurre","Magasin_3","Non",2.43,86
2024-02-04,"Beurre","Magasin_4","Non",2.41,129
2024-02-04,"Beurre","Magasin_5","Non",2.49,49
2024-02-04,"Beurre","Magasin_6","Non",2.44,88
2024-02-04,"Yaourt","Magasin_1","Oui",0.73,145
2024-02-04,"Yaourt","Magasin_2","Non",1.25,79
2024-02-04,"Yaourt","Magasin_3","Non",0.99,40
2024-02-04,"Yaourt","Magasin_4","Non",1.21,71
2024-02-04,"Yaourt","Magasin_5","Non",1.21,96
2024-02-04,"Yaourt","Magasin_6","Non",1.19,45
2024-02-04,"Riz","Magasin_1","Non",1.49,49
2024-02-04,"Riz","Magasin_2","Non",0.49,63
2024-02-04,"Riz","Magasin_3","Non",0.49,123
2024-02-04,"Riz","Magasin_4","Oui",0.99,66
2024-02-04,"Riz","Magasin_5","Non",1.49,123
2024-02-04,"Riz","Magasin_6","Non",0.49,65
2024-02-04,"Pâtes","Magasin_1","Non",1.29,141
2024-02-04,"Pâtes","Magasin_2","Non",0.49,114
2024-02-04,"Pâtes","Magasin_3","Non",0.49,36
2024-02-04,"Pâtes","Magasin_4","Non",0.99,107
2024-02-04,"Pâtes","Magasin_5","Non",1.31,30
2024-02-04,"Pâtes","Magasin_6","Non",0.49,138
2024-02-04,"Poulet","Magasin_1","Non",7.74,104
2024-02-04,"Poulet","Magasin_2","Non",8.28,55
2024-02-04,"Poulet","Magasin_3","Oui",6.58,73
2024-02-04,"Poulet","Magasin_4","Non",8.27,41
2024-02-04,"Poulet","Magasin_5","Non",7.99,136
2024-02-04,"Poulet","Magasin_6","Non",7.99,142
2024-02-04,"Bœuf","Magasin_1","Non",11.7,144
2024-02-04,"Bœuf","Magasin_2","Non",11.99,91
2024-02-04,"Bœuf","Magasin_3","Non",12.12,32
2024-02-04,"Bœuf","Magasin_4","Oui",6.99,97
2024-02-04,"Bœuf","Magasin_5","Non",11.99,98
2024-02-04,"Bœuf","Magasin_6","Non",11.99,123
2024-02-04,"Jus d'orange","Magasin_1","Non",2.99,25
2024-02-04,"Jus d'orange","Magasin_2","Non",2.76,32
2024-02-04,"Jus d'orange","Magasin_3","Non",2.76,81
2024-02-04,"Jus d'orange","Magasin_4","Non",2.49,44
2024-02-04,"Jus d'orange","Magasin_5","Oui",1.49,153
2024-02-04,"Jus d'orange","Magasin_6","Non",2.99,98
2024-02-04,"Café","Magasin_1","Non",3.49,35
2024-02-04,"Café","Magasin_2","Non",3.49,51
2024-02-04,"Café","Magasin_3","Non",3.49,64
2024-02-04,"Café","Magasin_4","Non",3.49,89
2024-02-04,"Café","Magasin_5","Non",2.49,84
2024-02-04,"Café","Magasin_6","Non",3.59,81
2024-02-05,"Pain","Magasin_1","Non",0.99,71
2024-02-05,"Pain","Magasin_2","Non",0.99,120
2024-02-05,"Pain","Magasin_3","Non",0.99,104
2024-02-05,"Pain","Magasin_4","Non",0.99,116
2024-02-05,"Pain","Magasin_5","Non",0.99,52
2024-02-05,"Pain","Magasin_6","Non",0.99,37
2024-02-05,"Lait","Magasin_1","Oui",0.49,74
2024-02-05,"Lait","Magasin_2","Non",0.99,92
2024-02-05,"Lait","Magasin_3","Non",0.99,57
2024-02-05,"Lait","Magasin_4","Oui",0.49,159
2024-02-05,"Lait","Magasin_5","Non",0.99,41
2024-02-05,"Lait","Magasin_6","Oui",0.61,187
2024-02-05,"Beurre","Magasin_1","Non",2.56,26
2024-02-05,"Beurre","Magasin_2","Non",2.49,120
2024-02-05,"Beurre","Magasin_3","Non",1.49,72
2024-02-05,"Beurre","Magasin_4","Oui",1.99,166
2024-02-05,"Beurre","Magasin_5","Non",1.49,36
2024-02-05,"Beurre","Magasin_6","Non",2.49,NA
2024-02-05,"Yaourt","Magasin_1","Non",1.16,NA
2024-02-05,"Yaourt","Magasin_2","Non",1.19,67
2024-02-05,"Yaourt","Magasin_3","Non",1.17,29
2024-02-05,"Yaourt","Magasin_4","Non",1.23,62
2024-02-05,"Yaourt","Magasin_5","Non",1.22,72
2024-02-05,"Yaourt","Magasin_6","Non",1.22,33
2024-02-05,"Riz","Magasin_1","Non",0.49,43
2024-02-05,"Riz","Magasin_2","Non",0.49,43
2024-02-05,"Riz","Magasin_3","Non",1.49,84
2024-02-05,"Riz","Magasin_4","Non",1.49,35
2024-02-05,"Riz","Magasin_5","Non",0.49,NA
2024-02-05,"Riz","Magasin_6","Non",0.49,47
2024-02-05,"Pâtes","Magasin_1","Non",1.33,107
2024-02-05,"Pâtes","Magasin_2","Non",1.32,105
2024-02-05,"Pâtes","Magasin_3","Non",1.3,25
2024-02-05,"Pâtes","Magasin_4","Non",1.33,61
2024-02-05,"Pâtes","Magasin_5","Non",1.25,27
2024-02-05,"Pâtes","Magasin_6","Oui",0.99,160
2024-02-05,"Poulet","Magasin_1","Non",7.85,103
2024-02-05,"Poulet","Magasin_2","Non",7.99,70
2024-02-05,"Poulet","Magasin_3","Oui",6.25,63
2024-02-05,"Poulet","Magasin_4","Non",7.88,32
2024-02-05,"Poulet","Magasin_5","Non",8.25,107
2024-02-05,"Poulet","Magasin_6","Non",7.99,NA
2024-02-05,"Bœuf","Magasin_1","Non",11.49,99
2024-02-05,"Bœuf","Magasin_2","Non",11.99,69
2024-02-05,"Bœuf","Magasin_3","Non",11.49,22
2024-02-05,"Bœuf","Magasin_4","Non",11.65,57
2024-02-05,"Bœuf","Magasin_5","Non",12.27,NA
2024-02-05,"Bœuf","Magasin_6","Non",11.49,91
2024-02-05,"Jus d'orange","Magasin_1","Non",2.99,32
2024-02-05,"Jus d'orange","Magasin_2","Non",2.99,21
2024-02-05,"Jus d'orange","Magasin_3","Non",2.49,67
2024-02-05,"Jus d'orange","Magasin_4","Non",2.99,32
2024-02-05,"Jus d'orange","Magasin_5","Non",2.83,78
2024-02-05,"Jus d'orange","Magasin_6","Non",2.76,109
2024-02-05,"Café","Magasin_1","Non",3.49,29
2024-02-05,"Café","Magasin_2","Non",2.49,48
2024-02-05,"Café","Magasin_3","Non",3.49,50
2024-02-05,"Café","Magasin_4","Non",2.49,65
2024-02-05,"Café","Magasin_5","Non",3.36,59
2024-02-05,"Café","Magasin_6","Non",3.49,67
2024-02-06,"Pain","Magasin_1","Non",0.99,87
2024-02-06,"Pain","Magasin_2","Non",0.99,113
2024-02-06,"Pain","Magasin_3","Non",0.99,91
2024-02-06,"Pain","Magasin_4","Non",0.99,109
2024-02-06,"Pain","Magasin_5","Non",0.99,56
2024-02-06,"Pain","Magasin_6","Non",0.99,36
2024-02-06,"Lait","Magasin_1","Non",0.93,64
2024-02-06,"Lait","Magasin_2","Oui",0.61,120
2024-02-06,"Lait","Magasin_3","Non",0.99,69
2024-02-06,"Lait","Magasin_4","Non",0.99,102
2024-02-06,"Lait","Magasin_5","Non",0.99,44
2024-02-06,"Lait","Magasin_6","Non",0.99,NA
2024-02-06,"Beurre","Magasin_1","Non",1.49,34
2024-02-06,"Beurre","Magasin_2","Non",2.49,103
2024-02-06,"Beurre","Magasin_3","Non",1.49,75
2024-02-06,"Beurre","Magasin_4","Non",2.49,109
2024-02-06,"Beurre","Magasin_5","Non",2.43,48
2024-02-06,"Beurre","Magasin_6","Non",1.49,63
2024-02-06,"Yaourt","Magasin_1","Non",1.22,62
2024-02-06,"Yaourt","Magasin_2","Non",1.2,74
2024-02-06,"Yaourt","Magasin_3","Non",1.21,29
2024-02-06,"Yaourt","Magasin_4","Non",1.22,56
2024-02-06,"Yaourt","Magasin_5","Non",1.2,68
2024-02-06,"Yaourt","Magasin_6","Non",0.99,46
2024-02-06,"Riz","Magasin_1","Non",0.49,52
2024-02-06,"Riz","Magasin_2","Non",1.49,56
2024-02-06,"Riz","Magasin_3","Non",0.49,94
2024-02-06,"Riz","Magasin_4","Non",0.49,30
2024-02-06,"Riz","Magasin_5","Non",0.49,98
2024-02-06,"Riz","Magasin_6","Non",0.49,51
2024-02-06,"Pâtes","Magasin_1","Non",1.28,99
2024-02-06,"Pâtes","Magasin_2","Non",1.25,104
2024-02-06,"Pâtes","Magasin_3","Non",1.32,45
2024-02-06,"Pâtes","Magasin_4","Non",1.33,76
2024-02-06,"Pâtes","Magasin_5","Non",0.49,22
2024-02-06,"Pâtes","Magasin_6","Non",1.34,102
2024-02-06,"Poulet","Magasin_1","Non",7.99,92
2024-02-06,"Poulet","Magasin_2","Non",7.89,55
2024-02-06,"Poulet","Magasin_3","Non",7.99,39
2024-02-06,"Poulet","Magasin_4","Oui",4.99,54
2024-02-06,"Poulet","Magasin_5","Non",7.49,127
2024-02-06,"Poulet","Magasin_6","Non",7.75,95
2024-02-06,"Bœuf","Magasin_1","Non",11.99,103
2024-02-06,"Bœuf","Magasin_2","Non",11.99,81
2024-02-06,"Bœuf","Magasin_3","Non",11.99,30
2024-02-06,"Bœuf","Magasin_4","Non",12.23,67
2024-02-06,"Bœuf","Magasin_5","Non",11.49,89
2024-02-06,"Bœuf","Magasin_6","Non",11.49,83
2024-02-06,"Jus d'orange","Magasin_1","Non",2.78,19
2024-02-06,"Jus d'orange","Magasin_2","Non",2.83,15
2024-02-06,"Jus d'orange","Magasin_3","Non",2.99,72
2024-02-06,"Jus d'orange","Magasin_4","Non",2.79,34
2024-02-06,"Jus d'orange","Magasin_5","Non",2.75,NA
2024-02-06,"Jus d'orange","Magasin_6","Non",2.99,88
2024-02-06,"Café","Magasin_1","Oui",2.85,55
2024-02-06,"Café","Magasin_2","Non",2.49,42
2024-02-06,"Café","Magasin_3","Non",2.49,56
2024-02-06,"Café","Magasin_4","Non",2.49,81
2024-02-06,"Café","Magasin_5","Non",3.49,NA
2024-02-06,"Café","Magasin_6","Non",3.49,68
2024-02-07,"Pain","Magasin_1","Non",0.99,69
2024-02-07,"Pain","Magasin_2","Non",0.99,128
2024-02-07,"Pain","Magasin_3","Non",0.99,96
2024-02-07,"Pain","Magasin_4","Non",0.99,129
2024-02-07,"Pain","Magasin_5","Non",0.99,61
2024-02-07,"Pain","Magasin_6","Oui",0.58,50
2024-02-07,"Lait","Magasin_1","Non",0.99,65
2024-02-07,"Lait","Magasin_2","Non",0.99,77
2024-02-07,"Lait","Magasin_3","Non",0.99,48
2024-02-07,"Lait","Magasin_4","Non",0.99,111
2024-02-07,"Lait","Magasin_5","Non",0.9,38
2024-02-07,"Lait","Magasin_6","Non",0.99,106
2024-02-07,"Beurre","Magasin_1","Non",2.49,26
2024-02-07,"Beurre","Magasin_2","Non",2.49,108
2024-02-07,"Beurre","Magasin_3","Oui",1.99,109
2024-02-07,"Beurre","Magasin_4","Oui",1.99,163
2024-02-07,"Beurre","Magasin_5","Non",1.49,NA
2024-02-07,"Beurre","Magasin_6","Non",1.49,75
2024-02-07,"Yaourt","Magasin_1","Non",1.22,76
2024-02-07,"Yaourt","Magasin_2","Non",1.18,66
2024-02-07,"Yaourt","Magasin_3","Non",1.16,28
2024-02-07,"Yaourt","Magasin_4","Non",0.99,55
2024-02-07,"Yaourt","Magasin_5","Non",1.16,71
2024-02-07,"Yaourt","Magasin_6","Non",1.19,38
2024-02-07,"Riz","Magasin_1","Non",1.49,57
2024-02-07,"Riz","Magasin_2","Non",1.49,54
2024-02-07,"Riz","Magasin_3","Oui",1.19,173
2024-02-07,"Riz","Magasin_4","Non",0.49,31
2024-02-07,"Riz","Magasin_5","Non",0.49,112
2024-02-07,"Riz","Magasin_6","Non",0.49,38
2024-02-07,"Pâtes","Magasin_1","Non",1.31,117
2024-02-07,"Pâtes","Magasin_2","Non",1.32,112
2024-02-07,"Pâtes","Magasin_3","Non",1.35,34
2024-02-07,"Pâtes","Magasin_4","Non",1.26,74
2024-02-07,"Pâtes","Magasin_5","Non",1.36,NA
2024-02-07,"Pâtes","Magasin_6","Non",0.49,105
2024-02-07,"Poulet","Magasin_1","Non",7.99,101
2024-02-07,"Poulet","Magasin_2","Non",7.99,42
2024-02-07,"Poulet","Magasin_3","Non",7.99,40
2024-02-07,"Poulet","Magasin_4","Non",7.99,34
2024-02-07,"Poulet","Magasin_5","Non",7.99,99
2024-02-07,"Poulet","Magasin_6","Non",7.99,109
2024-02-07,"Bœuf","Magasin_1","Non",10.49,122
2024-02-07,"Bœuf","Magasin_2","Non",11.99,71
2024-02-07,"Bœuf","Magasin_3","Non",12.12,30
2024-02-07,"Bœuf","Magasin_4","Non",11.49,50
2024-02-07,"Bœuf","Magasin_5","Non",11.99,71
2024-02-07,"Bœuf","Magasin_6","Non",11.99,97
2024-02-07,"Jus d'orange","Magasin_1","Non",2.76,22
2024-02-07,"Jus d'orange","Magasin_2","Non",2.7,27
2024-02-07,"Jus d'orange","Magasin_3","Non",2.9,60
2024-02-07,"Jus d'orange","Magasin_4","Oui",1.99,67
2024-02-07,"Jus d'orange","Magasin_5","Non",2.89,NA
2024-02-07,"Jus d'orange","Magasin_6","Non",2.75,236
2024-02-07,"Café","Magasin_1","Non",2.49,29
2024-02-07,"Café","Magasin_2","Non",3.49,45
2024-02-07,"Café","Magasin_3","Non",3.59,55
2024-02-07,"Café","Magasin_4","Non",2.49,76
2024-02-07,"Café","Magasin_5","Non",3.49,66
2024-02-07,"Café","Magasin_6","Non",2.49,70
2024-02-08,"Pain","Magasin_1","Non",0.99,69
2024-02-08,"Pain","Magasin_2","Non",0.99,116
2024-02-08,"Pain","Magasin_3","Non",0.99,115
2024-02-08,"Pain","Magasin_4","Non",0.99,113
2024-02-08,"Pain","Magasin_5","Oui",0.99,83
2024-02-08,"Pain","Magasin_6","Non",0.99,33
2024-02-08,"Lait","Magasin_1","Non",0.99,58
2024-02-08,"Lait","Magasin_2","Non",0.91,97
2024-02-08,"Lait","Magasin_3","Non",0.87,69
2024-02-08,"Lait","Magasin_4","Non",0.99,92
2024-02-08,"Lait","Magasin_5","Non",0.99,51
2024-02-08,"Lait","Magasin_6","Non",0.99,127
2024-02-08,"Beurre","Magasin_1","Non",1.49,39
2024-02-08,"Beurre","Magasin_2","Non",1.49,94
2024-02-08,"Beurre","Magasin_3","Non",2.49,68
2024-02-08,"Beurre","Magasin_4","Non",1.49,121
2024-02-08,"Beurre","Magasin_5","Non",1.49,56
2024-02-08,"Beurre","Magasin_6","Non",1.49,72
2024-02-08,"Yaourt","Magasin_1","Non",1.19,60
2024-02-08,"Yaourt","Magasin_2","Non",1.18,74
2024-02-08,"Yaourt","Magasin_3","Non",0.99,30
2024-02-08,"Yaourt","Magasin_4","Non",0.99,68
2024-02-08,"Yaourt","Magasin_5","Non",1.21,109
2024-02-08,"Yaourt","Magasin_6","Oui",0.72,52
2024-02-08,"Riz","Magasin_1","Non",0.49,48
2024-02-08,"Riz","Magasin_2","Non",1.49,54
2024-02-08,"Riz","Magasin_3","Non",1.43,105
2024-02-08,"Riz","Magasin_4","Non",1.49,39
2024-02-08,"Riz","Magasin_5","Non",1.49,110
2024-02-08,"Riz","Magasin_6","Non",1.49,53
2024-02-08,"Pâtes","Magasin_1","Non",1.34,122
2024-02-08,"Pâtes","Magasin_2","Non",1.32,103
2024-02-08,"Pâtes","Magasin_3","Non",1.35,39
2024-02-08,"Pâtes","Magasin_4","Non",1.32,97
2024-02-08,"Pâtes","Magasin_5","Non",0.49,26
2024-02-08,"Pâtes","Magasin_6","Non",1.29,112
2024-02-08,"Poulet","Magasin_1","Non",7.67,81
2024-02-08,"Poulet","Magasin_2","Non",7.86,57
2024-02-08,"Poulet","Magasin_3","Non",7.63,31
2024-02-08,"Poulet","Magasin_4","Oui",4.99,57
2024-02-08,"Poulet","Magasin_5","Non",7.99,96
2024-02-08,"Poulet","Magasin_6","Non",7.49,110
2024-02-08,"Bœuf","Magasin_1","Non",11.99,106
2024-02-08,"Bœuf","Magasin_2","Non",12.59,72
2024-02-08,"Bœuf","Magasin_3","Non",12.24,20
2024-02-08,"Bœuf","Magasin_4","Non",12.32,NA
2024-02-08,"Bœuf","Magasin_5","Non",11.84,88
2024-02-08,"Bœuf","Magasin_6","Non",11.99,108
2024-02-08,"Jus d'orange","Magasin_1","Non",2.99,36
2024-02-08,"Jus d'orange","Magasin_2","Non",2.73,16
2024-02-08,"Jus d'orange","Magasin_3","Oui",1.99,113
2024-02-08,"Jus d'orange","Magasin_4","Non",2.49,36
2024-02-08,"Jus d'orange","Magasin_5","Non",2.78,76
2024-02-08,"Jus d'orange","Magasin_6","Non",2.75,115
2024-02-08,"Café","Magasin_1","Non",3.49,42
2024-02-08,"Café","Magasin_2","Non",2.49,38
2024-02-08,"Café","Magasin_3","Non",3.49,61
2024-02-08,"Café","Magasin_4","Non",3.49,81
2024-02-08,"Café","Magasin_5","Non",3.49,65
2024-02-08,"Café","Magasin_6","Non",2.49,78
2024-02-09,"Pain","Magasin_1","Non",0.99,83
2024-02-09,"Pain","Magasin_2","Non",0.99,122
2024-02-09,"Pain","Magasin_3","Non",0.99,111
2024-02-09,"Pain","Magasin_4","Non",0.99,109
2024-02-09,"Pain","Magasin_5","Non",0.99,63
2024-02-09,"Pain","Magasin_6","Non",0.99,35
2024-02-09,"Lait","Magasin_1","Non",0.86,50
2024-02-09,"Lait","Magasin_2","Non",0.91,NA
2024-02-09,"Lait","Magasin_3","Non",0.99,69
2024-02-09,"Lait","Magasin_4","Non",0.86,89
2024-02-09,"Lait","Magasin_5","Non",0.88,63
2024-02-09,"Lait","Magasin_6","Oui",0.63,188
2024-02-09,"Beurre","Magasin_1","Non",1.49,25
2024-02-09,"Beurre","Magasin_2","Non",1.49,NA
2024-02-09,"Beurre","Magasin_3","Non",2.61,65
2024-02-09,"Beurre","Magasin_4","Non",1.49,112
2024-02-09,"Beurre","Magasin_5","Non",1.49,48
2024-02-09,"Beurre","Magasin_6","Non",1.49,NA
2024-02-09,"Yaourt","Magasin_1","Non",1.22,59
2024-02-09,"Yaourt","Magasin_2","Non",0.49,65
2024-02-09,"Yaourt","Magasin_3","Non",1.22,33
2024-02-09,"Yaourt","Magasin_4","Non",1.19,65
2024-02-09,"Yaourt","Magasin_5","Non",0.99,68
2024-02-09,"Yaourt","Magasin_6","Non",0.99,31
2024-02-09,"Riz","Magasin_1","Oui",0.99,64
2024-02-09,"Riz","Magasin_2","Non",0.49,118
2024-02-09,"Riz","Magasin_3","Non",1.49,106
2024-02-09,"Riz","Magasin_4","Non",1.49,29
2024-02-09,"Riz","Magasin_5","Non",1.49,107
2024-02-09,"Riz","Magasin_6","Non",0.49,57
2024-02-09,"Pâtes","Magasin_1","Non",0.49,102
2024-02-09,"Pâtes","Magasin_2","Non",1.28,105
2024-02-09,"Pâtes","Magasin_3","Non",1.34,30
2024-02-09,"Pâtes","Magasin_4","Non",0.49,85
2024-02-09,"Pâtes","Magasin_5","Non",0.49,75
2024-02-09,"Pâtes","Magasin_6","Non",1.32,122
2024-02-09,"Poulet","Magasin_1","Non",7.99,101
2024-02-09,"Poulet","Magasin_2","Non",8.25,63
2024-02-09,"Poulet","Magasin_3","Non",7.99,59
2024-02-09,"Poulet","Magasin_4","Non",7.79,26
2024-02-09,"Poulet","Magasin_5","Non",7.76,120
2024-02-09,"Poulet","Magasin_6","Non",8.22,100
2024-02-09,"Bœuf","Magasin_1","Oui",7.16,175
2024-02-09,"Bœuf","Magasin_2","Non",11.99,NA
2024-02-09,"Bœuf","Magasin_3","Non",11.49,30
2024-02-09,"Bœuf","Magasin_4","Oui",6.49,66
2024-02-09,"Bœuf","Magasin_5","Non",11.49,107
2024-02-09,"Bœuf","Magasin_6","Oui",9.64,147
2024-02-09,"Jus d'orange","Magasin_1","Non",2.99,NA
2024-02-09,"Jus d'orange","Magasin_2","Non",2.73,34
2024-02-09,"Jus d'orange","Magasin_3","Non",2.99,64
2024-02-09,"Jus d'orange","Magasin_4","Non",2.99,46
2024-02-09,"Jus d'orange","Magasin_5","Non",2.99,70
2024-02-09,"Jus d'orange","Magasin_6","Non",2.78,89
2024-02-09,"Café","Magasin_1","Non",2.49,38
2024-02-09,"Café","Magasin_2","Non",2.49,49
2024-02-09,"Café","Magasin_3","Non",3.61,46
2024-02-09,"Café","Magasin_4","Non",2.49,73
2024-02-09,"Café","Magasin_5","Non",2.49,69
2024-02-09,"Café","Magasin_6","Non",2.49,74
2024-02-10,"Pain","Magasin_1","Non",0.99,113
2024-02-10,"Pain","Magasin_2","Non",0.99,142
2024-02-10,"Pain","Magasin_3","Non",0.99,116
2024-02-10,"Pain","Magasin_4","Non",0.99,156
2024-02-10,"Pain","Magasin_5","Non",0.99,65
2024-02-10,"Pain","Magasin_6","Non",0.99,51
2024-02-10,"Lait","Magasin_1","Non",0.99,78
2024-02-10,"Lait","Magasin_2","Non",0.99,110
2024-02-10,"Lait","Magasin_3","Non",0.89,80
2024-02-10,"Lait","Magasin_4","Non",0.99,133
2024-02-10,"Lait","Magasin_5","Oui",0.49,82
2024-02-10,"Lait","Magasin_6","Non",0.99,145
2024-02-10,"Beurre","Magasin_1","Non",2.49,32
2024-02-10,"Beurre","Magasin_2","Non",1.49,153
2024-02-10,"Beurre","Magasin_3","Non",2.62,94
2024-02-10,"Beurre","Magasin_4","Non",1.49,164
2024-02-10,"Beurre","Magasin_5","Non",2.61,64
2024-02-10,"Beurre","Magasin_6","Non",1.49,72
2024-02-10,"Yaourt","Magasin_1","Non",1.21,80
2024-02-10,"Yaourt","Magasin_2","Non",1.21,96
2024-02-10,"Yaourt","Magasin_3","Non",1.17,31
2024-02-10,"Yaourt","Magasin_4","Non",1.17,77
2024-02-10,"Yaourt","Magasin_5","Non",1.22,99
2024-02-10,"Yaourt","Magasin_6","Non",0.99,38
2024-02-10,"Riz","Magasin_1","Non",1.49,60
2024-02-10,"Riz","Magasin_2","Non",0.49,55
2024-02-10,"Riz","Magasin_3","Non",1.56,125
2024-02-10,"Riz","Magasin_4","Non",1.49,38
2024-02-10,"Riz","Magasin_5","Non",0.49,121
2024-02-10,"Riz","Magasin_6","Non",1.49,81
2024-02-10,"Pâtes","Magasin_1","Non",1.28,133
2024-02-10,"Pâtes","Magasin_2","Non",0.49,115
2024-02-10,"Pâtes","Magasin_3","Non",1.29,40
2024-02-10,"Pâtes","Magasin_4","Non",1.28,87
2024-02-10,"Pâtes","Magasin_5","Non",1.26,37
2024-02-10,"Pâtes","Magasin_6","Non",1.28,123
2024-02-10,"Poulet","Magasin_1","Oui",5.49,164
2024-02-10,"Poulet","Magasin_2","Non",7.99,62
2024-02-10,"Poulet","Magasin_3","Non",7.99,46
2024-02-10,"Poulet","Magasin_4","Non",8.18,44
2024-02-10,"Poulet","Magasin_5","Oui",6.18,198
2024-02-10,"Poulet","Magasin_6","Non",8.34,137
2024-02-10,"Bœuf","Magasin_1","Oui",6.49,181
2024-02-10,"Bœuf","Magasin_2","Non",11.99,94
2024-02-10,"Bœuf","Magasin_3","Non",10.49,41
2024-02-10,"Bœuf","Magasin_4","Non",12.49,59
2024-02-10,"Bœuf","Magasin_5","Non",12.25,104
2024-02-10,"Bœuf","Magasin_6","Non",11.49,NA
2024-02-10,"Jus d'orange","Magasin_1","Non",2.99,NA
2024-02-10,"Jus d'orange","Magasin_2","Non",2.7,27
2024-02-10,"Jus d'orange","Magasin_3","Non",2.99,93
2024-02-10,"Jus d'orange","Magasin_4","Non",2.77,54
2024-02-10,"Jus d'orange","Magasin_5","Non",2.83,94
2024-02-10,"Jus d'orange","Magasin_6","Non",2.71,96
2024-02-10,"Café","Magasin_1","Non",3.49,43
2024-02-10,"Café","Magasin_2","Non",3.49,58
2024-02-10,"Café","Magasin_3","Non",2.49,83
2024-02-10,"Café","Magasin_4","Non",3.67,103
2024-02-10,"Café","Magasin_5","Non",3.38,68
2024-02-10,"Café","Magasin_6","Oui",1.49,130
2024-02-11,"Pain","Magasin_1","Non",0.99,104
2024-02-11,"Pain","Magasin_2","Non",0.99,133
2024-02-11,"Pain","Magasin_3","Non",0.99,123
2024-02-11,"Pain","Magasin_4","Non",0.99,156
2024-02-11,"Pain","Magasin_5","Non",0.99,79
2024-02-11,"Pain","Magasin_6","Non",0.99,53
2024-02-11,"Lait","Magasin_1","Non",0.99,74
2024-02-11,"Lait","Magasin_2","Non",0.99,102
2024-02-11,"Lait","Magasin_3","Non",0.99,75
2024-02-11,"Lait","Magasin_4","Non",0.99,143
2024-02-11,"Lait","Magasin_5","Non",0.92,65
2024-02-11,"Lait","Magasin_6","Non",0.99,146
2024-02-11,"Beurre","Magasin_1","Non",1.49,37
2024-02-11,"Beurre","Magasin_2","Non",1.49,147
2024-02-11,"Beurre","Magasin_3","Non",2.49,76
2024-02-11,"Beurre","Magasin_4","Non",2.61,120
2024-02-11,"Beurre","Magasin_5","Non",2.49,54
2024-02-11,"Beurre","Magasin_6","Non",2.58,182
2024-02-11,"Yaourt","Magasin_1","Non",1.16,84
2024-02-11,"Yaourt","Magasin_2","Non",1.25,80
2024-02-11,"Yaourt","Magasin_3","Non",0.99,41
2024-02-11,"Yaourt","Magasin_4","Non",1.22,NA
2024-02-11,"Yaourt","Magasin_5","Non",0.99,88
2024-02-11,"Yaourt","Magasin_6","Non",1.15,37
2024-02-11,"Riz","Magasin_1","Non",0.49,66
2024-02-11,"Riz","Magasin_2","Non",1.49,65
2024-02-11,"Riz","Magasin_3","Non",1.49,123
2024-02-11,"Riz","Magasin_4","Non",1.49,NA
2024-02-11,"Riz","Magasin_5","Non",1.46,NA
2024-02-11,"Riz","Magasin_6","Oui",0.99,98
2024-02-11,"Pâtes","Magasin_1","Non",0.49,119
2024-02-11,"Pâtes","Magasin_2","Non",1.3,140
2024-02-11,"Pâtes","Magasin_3","Non",0.49,42
2024-02-11,"Pâtes","Magasin_4","Non",0.49,99
2024-02-11,"Pâtes","Magasin_5","Non",1.31,32
2024-02-11,"Pâtes","Magasin_6","Non",0.49,110
2024-02-11,"Poulet","Magasin_1","Non",7.99,123
2024-02-11,"Poulet","Magasin_2","Non",7.99,81
2024-02-11,"Poulet","Magasin_3","Oui",6.57,78
2024-02-11,"Poulet","Magasin_4","Non",7.99,39
2024-02-11,"Poulet","Magasin_5","Non",7.99,124
2024-02-11,"Poulet","Magasin_6","Non",7.99,NA
2024-02-11,"Bœuf","Magasin_1","Non",11.82,240
2024-02-11,"Bœuf","Magasin_2","Non",11.49,115
